0,1,2,3,4,5,6,7,8,9,10,11,12,Emotion,Gender
3.20333514354516,13.795781539911417,-19.9081365680226,23.113570582957543,-41.785224492963344,5.834210205138134,-52.92407636176527,-2.088703474663248,-14.617876153525025,4.936264252485188,-15.795315121065396,11.496223482924712,-4.460715658345857,Anger,Male
3.4464737400442984,23.73263461214629,-30.598307006565715,4.388827739567327,-28.666845916971027,13.383600361734738,-52.96810229697195,4.408833221963664,2.8141729636213784,-10.741522955291394,-14.331456117778322,11.751246347224098,-8.396209355541394,Anger,Male
3.476206473228517,17.94995087434381,-30.643701878598726,4.392289555631752,-35.73925458433074,-8.915931712558798,-46.32460583712416,6.564548578142791,-7.061852882873044,-16.553248425331567,-16.93879191555904,8.475675690552912,-20.742700278525007,Anger,Male
3.558089156537908,18.276150115413756,-20.34662021948325,-1.5839711336669946,-30.14729923710729,0.9634943287827914,-54.36128351160952,-9.811368944322574,-10.147195099479417,-11.144327260494077,-1.3069356853687448,7.505638666105078,0.5727079034817699,Anger,Male
3.764345534813712,18.764859488231394,-24.920929373848864,1.2655848274506611,-34.81486420125062,-3.281257197072343,-50.5144743707551,-1.1959239499144434,-6.026913471495011,-8.75120987401619,-12.911232741283944,8.015905011957951,-6.634611279796708,Anger,Male
3.42023707716468,16.03974533154376,-24.30174036335097,14.423082596275842,-48.89340036468624,1.6992801232003838,-48.13699659342489,-0.7957932245195691,-14.705556077978365,1.7581724402743075,-14.148338387457668,8.321745344246073,-6.977726095503282,Anger,Male
4.160221875466948,23.9264869977748,-32.11185596342978,-6.419823237550189,-29.39810486800232,-14.93022231209347,-49.19744347885644,6.571395429432775,-11.548940201491304,-26.215573145097668,0.4746213821782776,0.6578936825647652,-32.66868024133197,Anger,Male
4.133878794392398,10.523919210916205,-20.561396315646306,4.15323608935179,-47.02418821591537,-7.254016338413811,-56.89680612577267,-8.53416203867353,-18.031496087410883,-12.590936828020109,-9.262988753579586,-8.174126568396261,-8.153703052312359,Anger,Male
3.41230396791288,22.33430561928232,-25.61211406039637,4.208861674704334,-34.729489021178864,11.30755857678853,-55.57666561289157,11.790414179618272,3.106246395998658,-9.096818368674745,-6.635152918793538,6.1751101005210565,-14.1332963366468,Anger,Male
4.136064094022036,19.57116656362317,-24.35796907167469,7.392111611095465,-38.54920505389383,-6.339811200104168,-48.02722684679357,-2.4319880671614214,-1.7219112406553942,-8.23454370887075,-0.6920231035406832,-5.123837576676219,-6.728624659168635,Anger,Male
2.5238482772129056,23.120518676611592,-19.573883221228236,11.913590544156056,-12.027909230644774,-4.327988972176097,-63.98567851921088,-19.06097908113444,3.289628302390501,-5.943319760346958,-4.417081180336958,4.009872171510025,-12.390150755073682,Anger,Male
3.2957653348964997,13.758650465099288,-22.991045325352413,17.143625579822274,-43.985399870903,0.956191849698671,-50.361359313387815,-4.921673681621893,-6.039725472729244,-4.841107929455879,-12.540481399131597,5.839776968593688,-5.198188407997103,Anger,Male
3.780676254087634,20.14043654236108,-19.628822438873662,9.770947375870866,-45.00443886767548,1.845846194470949,-45.87323785597256,-0.9735379619017668,-4.018424801600453,-6.461255795246008,-19.672501877774337,11.967292996117926,4.135261155882312,Anger,Male
4.036038505352916,14.58308635815452,-22.842076026724204,10.124193160835478,-30.808136796831484,-2.6218887774803057,-54.34309572019102,-2.9563922412791714,-3.815514649772596,-3.667772707005095,-4.456290682641503,-3.0076338548962296,-8.595150509895962,Anger,Male
3.8701479612636462,19.428400555974825,-22.81987722764593,9.821372701196523,-18.796994117425147,-6.409638461271043,-57.0453368227985,-4.180957209581758,-6.916951485669652,-14.285118169911826,-2.03246480942246,0.2521026458943464,-5.719278511797596,Anger,Male
